id,year,month,zip_code,consumption_MW,number_of_accounts,category
167,2020,5,12061,"2,064.23","3,441",1
168,2020,5,14108,"1,214.08","2,026",1
169,2020,6,13122,395.66,356,1
170,2020,5,14040,437.071,673,1
171,2020,5,14569,304.785,384,1
172,2020,6,13202,872.388,"1,380",1
173,2020,6,13338,485.309,981,1
174,2020,6,14047,"1,332.45","2,330",1
175,2020,6,12074,450.179,467,1
176,2020,5,13607,774.973,"1,777",1
177,2020,6,12043,"2,646.27","3,005",1
178,2020,6,13028,515.952,663,1
179,2020,6,13063,736.087,592,1
180,2020,6,13368,394.373,470,1
181,2020,5,13625,468.185,892,1
182,2020,5,14012,744.121,969,1
183,2020,6,12205,"7,099.16","10,816",1
184,2020,5,12878,189.818,426,1
185,2020,6,13309,439.674,487,1
186,2020,6,12059,331.849,350,1
187,2020,5,14227,80.098,221,1
188,2020,5,13202,717.776,"1,380",1
189,2020,5,12204,"1,173.61","2,839",1
190,2020,5,14072,"3,106.29","5,335",1
191,2020,5,14067,"1,162.81","1,680",1
192,2020,5,12930,217.991,311,1
193,2020,5,13687,137.821,330,1
194,2020,5,12912,314.784,532,1
195,2020,6,13606,"1,029.66",950,1
196,2020,6,13697,743.112,771,1
197,2020,6,12966,"1,225.05","1,121",1
198,2020,5,13051,69.364,88,1
199,2020,6,13320,598.598,760,1
200,2020,5,13605,"1,301.88","1,765",1
201,2020,6,14111,963.708,"1,216",1
202,2020,5,12072,797.636,997,1
203,2020,6,12801,"3,576.31","5,244",1
204,2020,6,13042,972.824,"1,052",1
205,2020,6,14571,637.252,717,1
206,2020,5,12817,736.949,"1,716",1
207,2020,6,13670,224.256,312,1
208,2020,5,14211,"3,603.30","8,215",1
209,2020,6,14067,"1,544.65","1,679",1
210,2020,6,13120,703.89,699,1
211,2020,6,12521,218.326,246,1
212,2020,6,13162,115.599,197,1
213,2020,5,12054,"3,453.86","6,572",1
214,2020,5,12188,"1,491.39","3,226",1
215,2020,6,14454,"1,200.88","1,243",1
216,2020,6,14135,39.943,62,1
217,2020,6,13483,107.028,105,1
218,2020,5,12534,"2,514.43","4,980",1
219,2020,6,13163,105.403,103,1
220,2020,6,14209,"1,699.24","2,758",1
221,2020,5,14546,"1,005.62","1,572",1
222,2020,6,13614,151.885,167,1
223,2020,5,13410,125.958,241,1
224,2020,5,12827,546.305,598,1
225,2020,5,12502,77.738,153,1
226,2020,6,13416,866.66,832,1
227,2020,6,12208,"4,814.11","8,582",1
228,2020,6,14057,"2,118.12","2,745",1
229,2020,5,14750,"1,095.90","2,082",1
230,2020,5,13494,94.028,356,1
231,2020,6,13324,702.146,832,1
232,2020,6,13413,"4,400.59","5,822",1
233,2020,6,13634,"1,400.42","1,798",1
234,2020,5,14464,"1,554.33","2,055",1
235,2020,5,12945,123.398,300,1
236,2020,6,12139,130.204,401,1
237,2020,6,14227,100.346,221,1
238,2020,6,13648,880.868,"1,251",1
239,2020,6,14212,"1,591.92","2,878",1
240,2020,5,12803,829.152,"1,448",1
241,2020,6,12009,"2,200.85","2,339",1
242,2020,6,13624,"1,842.28","3,084",1
243,2020,5,12009,"2,019.15","2,803",1
244,2020,6,12149,234.706,281,1
245,2020,5,14132,"1,466.17","2,136",1
246,2020,5,12965,176.403,245,1
247,2020,6,14737,"1,271.35","1,997",1
248,2020,6,12197,868.189,"1,002",1
249,2020,6,13620,626.894,595,1
250,2020,6,12025,"1,793.12","2,343",1
251,2020,6,12953,"3,882.00","4,211",1
252,2020,6,12502,122.756,153,1
253,2020,5,12063,112.06,148,1
254,2020,6,14172,"1,150.19","1,517",1
255,2020,5,13624,"1,421.88","3,095",1
256,2020,6,14569,372.054,384,1
257,2020,6,14085,"1,639.01","2,585",1
258,2020,5,14895,"1,029.56","1,843",1
259,2020,6,13469,240.848,284,1
260,2020,6,13031,"4,668.71","6,276",1
261,2020,6,14477,850.187,762,1
262,2020,5,13069,"5,808.23","8,766",1
263,2020,5,12184,"1,367.09","2,082",1
264,2020,5,14203,670.595,"1,148",1
265,2020,6,13471,"1,170.82","1,181",1
266,2020,5,13428,296.932,524,1
267,2020,5,14213,"3,110.24","8,644",1
268,2020,6,13153,75.859,115,1
269,2020,5,12863,204.541,260,1
270,2020,6,13118,341.741,411,1
271,2020,5,12089,76.222,87,1
272,2020,6,13032,"4,484.20","4,798",1
273,2020,6,14035,41.808,72,1
274,2020,6,14760,"4,928.06","7,321",1
275,2020,6,12182,"3,826.27","5,804",1
276,2020,5,14806,230.21,367,1
277,2020,6,12084,"1,071.95","1,999",1
278,2020,5,12170,355.584,364,1
279,2020,5,14422,584.503,594,1
280,2020,6,14560,485.095,453,1
281,2020,6,12977,53.384,92,1
282,2020,5,14217,"3,741.60","9,352",1
283,2020,6,13694,429.791,666,1
284,2020,5,14094,"2,271.36","3,407",1
285,2020,5,12523,549.473,975,1
286,2020,5,13209,820.45,"1,662",1
287,2020,5,13037,"2,189.60","3,340",1
288,2020,5,14060,138.508,196,1
289,2020,6,12886,96.315,136,1
290,2020,6,12184,"2,064.36","2,083",1
291,2020,5,14008,406.464,547,1
292,2020,6,14729,557.938,419,1
293,2020,6,12811,98.019,146,1
294,2020,6,13495,536.395,869,1
295,2020,6,14136,169.161,240,1
296,2020,5,14209,"1,214.26","2,738",1
297,2020,5,13471,956.889,"1,186",1
298,2020,5,14738,930.241,"1,446",1
299,2020,5,13061,254.526,398,1
300,2020,6,13693,321.958,968,1
301,2020,5,12989,280.83,583,1
302,2020,5,13074,"1,151.72","1,433",1
303,2020,5,12208,"3,541.89","8,571",1
304,2020,5,13340,"1,235.30","1,575",1
305,2020,6,12121,669.996,671,1
306,2020,6,12843,298.339,445,1
307,2020,6,13051,93.459,88,1
308,2020,5,13695,28.209,111,1
309,2020,6,14479,58.024,71,1
310,2020,6,12206,"3,470.66","5,924",1
311,2020,5,14715,7.064,17,1
312,2020,5,14143,375.967,525,1
313,2020,5,14784,263.686,449,1
314,2020,6,13224,"2,592.82","3,394",1
315,2020,5,12957,467.913,698,1
316,2020,6,13601,"11,589.90","14,461",1
317,2020,5,13681,196.886,258,1
318,2020,5,14487,"1,661.07","2,207",1
319,2020,6,14051,"3,516.56","5,196",1
320,2020,5,14081,238.879,589,1
321,2020,5,12134,"1,349.69","2,649",1
322,2020,5,13452,"1,212.42","1,726",1
323,2020,6,14770,580.6,812,1
324,2020,6,12856,211.075,274,1
325,2020,5,14223,"4,010.55","9,063",1
326,2020,6,12957,580.22,697,1
327,2020,5,13640,240.855,550,1
328,2020,6,13454,315.55,336,1
329,2020,5,13104,"3,939.76","5,588",1
330,2020,6,14748,68.918,88,1
331,2020,5,13622,773.213,"1,141",1
332,2020,5,13667,507.357,885,1
333,2020,5,12834,"2,206.20","2,564",1
334,2020,5,12822,"1,803.09","2,520",1
335,2020,6,12170,440.096,365,1
336,2020,5,13157,360.158,771,1
337,2020,5,12815,419.778,"1,123",1
338,2020,5,13212,"4,313.96","7,947",1
339,2020,6,12061,"2,810.04","3,443",1
340,2020,6,12827,"1,598.77","1,615",1
341,2020,6,14063,"2,889.23","4,798",1
342,2020,6,12140,571.675,595,1
343,2020,5,12092,278.207,332,1
344,2020,6,14213,"4,075.36","8,692",1
345,2020,5,13454,255.178,334,1
346,2020,5,14706,"1,498.70","2,383",1
347,2020,5,12845,"1,560.80","2,682",1
348,2020,5,13486,216.073,291,1
349,2020,5,13616,406.268,685,1
350,2020,5,13138,158.063,182,1
351,2020,6,14013,625.954,553,1
352,2020,5,12809,616.322,914,1
353,2020,6,12913,409.442,626,1
354,2020,5,12053,"1,265.36","1,537",1
355,2020,5,12974,273.944,507,1
356,2020,6,13684,364.28,490,1
357,2020,6,14202,708.498,"1,051",1
358,2020,5,12828,"1,047.62","1,811",1
359,2020,5,14065,158.087,231,1
360,2020,6,12122,"1,841.60","2,156",1
361,2020,6,14482,"2,404.08","3,039",1
362,2020,5,14057,"1,560.23","2,519",1
363,2020,5,13693,286.466,974,1
364,2020,6,14727,"1,594.93","2,128",1
365,2020,6,14469,630.756,667,1
366,2020,6,12863,258.381,260,1
367,2020,6,14206,"3,089.58","6,536",1
368,2020,5,14075,"2,773.15","5,602",1
369,2020,6,12204,"2,000.31","3,326",1
370,2020,5,12209,"1,469.25","3,817",1
371,2020,6,12155,391.225,439,1
372,2020,5,13322,309.815,505,1
373,2020,5,14221,"1,015.97","2,282",1
374,2020,6,14098,"1,159.56","1,324",1
375,2020,6,14753,328.846,467,1
376,2020,5,14728,363.257,813,1
377,2020,6,12526,"1,531.12","1,642",1
378,2020,5,13353,43.445,189,1
379,2020,6,13158,590.521,626,1
380,2020,5,12066,680.819,846,1
381,2020,6,13316,"2,444.43","2,527",1
382,2020,5,14760,"3,132.94","6,122",1
383,2020,5,12086,471.911,733,1
384,2020,6,13350,"2,708.09","3,527",1
385,2020,6,14783,217.323,194,1
386,2020,5,13329,946.245,"1,434",1
387,2020,5,13606,785.203,950,1
388,2020,6,12090,"2,094.59","2,217",1
389,2020,5,12074,788.486,"1,196",1
390,2020,6,12117,960.912,"1,408",1
391,2020,5,13029,"1,649.88","2,597",1
392,2020,5,14525,878.973,992,1
393,2020,5,13045,"1,380.02","2,082",1
394,2020,6,12928,759.395,924,1
395,2020,6,14707,69.953,88,1
396,2020,5,13682,255.639,318,1
397,2020,5,13054,435.805,545,1
398,2020,6,12150,229.486,337,1
399,2020,5,13205,"2,115.97","3,910",1
400,2020,5,12194,104.828,159,1
401,2020,6,13208,"4,813.82","8,088",1
402,2020,5,13120,360.176,315,1
403,2020,6,13440,"11,103.20","15,417",1
404,2020,6,14781,700.41,687,1
405,2020,6,14129,230.088,259,1
406,2020,6,12981,124.521,191,1
407,2020,6,14072,"4,971.76","7,607",1
408,2020,5,14135,34.8,62,1
409,2020,5,14204,"1,464.04","3,737",1
410,2020,5,14304,"5,832.18","11,806",1
411,2020,5,14468,646.411,786,1
412,2020,5,12861,201.363,479,1
413,2020,5,14701,"1,363.94","2,080",1
414,2020,5,12033,"1,808.07","3,151",1
415,2020,5,13365,"2,351.27","3,370",1
416,2020,6,13322,372.969,502,1
417,2020,6,12148,"1,359.17","1,363",1
418,2020,5,13470,253.808,479,1
419,2020,5,13123,173.08,274,1
420,2020,6,13501,"7,448.64","13,031",1
421,2020,6,14105,"1,408.75","1,652",1
422,2020,5,12117,929.563,"1,815",1
423,2020,6,12816,"1,628.46","1,820",1
424,2020,5,12913,344.86,619,1
425,2020,5,12976,95.931,216,1
426,2020,6,13640,239,548,1
427,2020,6,12845,"2,075.71","2,917",1
428,2020,6,12175,430.926,631,1
429,2020,6,13210,"4,111.90","6,424",1
430,2020,5,12150,200.432,336,1
431,2020,6,13138,206.551,180,1
432,2020,6,13472,153.782,331,1
433,2020,6,12010,"7,777.11","10,113",1
434,2020,6,13044,"1,195.75","1,115",1
435,2020,6,13057,"3,347.91","5,409",1
436,2020,6,12960,315.486,382,1
437,2020,6,14005,573.046,622,1
438,2020,6,13668,981.882,"1,335",1
439,2020,5,13672,217.125,495,1
440,2020,6,12835,"1,189.70","2,405",1
441,2020,5,12144,"4,312.12","8,661",1
442,2020,5,13042,733.57,"1,051",1
443,2020,6,13661,670.611,787,1
444,2020,5,13612,725.907,"1,021",1
445,2020,6,14042,"1,226.53","1,384",1
446,2020,6,13303,297.79,270,1
447,2020,6,14301,"2,532.69","4,830",1
448,2020,5,14733,230.699,341,1
449,2020,5,13655,91.463,99,1
450,2020,5,13680,333.064,421,1
451,2020,6,12085,233.682,257,1
452,2020,6,12159,"2,819.58","3,148",1
453,2020,5,13634,"1,160.32","1,800",1
454,2020,5,14120,"8,166.93","16,954",1
455,2020,6,12108,283.93,702,1
456,2020,6,12851,215.036,339,1
457,2020,5,14171,498.332,825,1
458,2020,5,12304,"3,511.58","6,950",1
459,2020,5,12106,855.856,"1,149",1
460,2020,6,14747,519.553,626,1
461,2020,6,12065,"10,101.61","13,031",1
462,2020,5,14718,531.424,916,1
463,2020,6,13679,703.482,"1,234",1
464,2020,5,12824,390.651,705,1
465,2020,5,13144,340.37,498,1
466,2020,5,14103,"2,565.64","4,013",1
467,2020,6,12815,600.552,"1,120",1
468,2020,5,14042,924.057,"1,378",1
469,2020,6,13203,"2,958.04","5,426",1
470,2020,6,14228,"4,529.39","8,743",1
471,2020,5,13020,44.87,60,1
472,2020,6,13667,631.009,895,1
473,2020,6,13327,754.346,963,1
474,2020,5,14009,14.903,15,1
475,2020,5,14061,92.379,160,1
476,2020,5,13697,557.459,771,1
477,2020,5,13116,681.757,"1,232",1
478,2020,5,13302,587.031,891,1
479,2020,5,13601,"8,926.56","14,487",1
480,2020,5,12158,"1,269.67","2,364",1
481,2020,5,12844,162.175,316,1
482,2020,6,13103,145.556,123,1
483,2020,6,12210,"2,591.80","4,587",1
484,2020,6,13312,237.273,526,1
485,2020,5,12190,246.895,592,1
486,2020,6,13493,707.429,738,1
487,2020,6,14020,"5,905.36","8,465",1
488,2020,6,13214,"1,865.41","2,778",1
489,2020,5,12130,279.857,484,1
490,2020,5,13036,"2,395.03","3,298",1
491,2020,6,12138,335.489,445,1
492,2020,6,12095,"3,713.97","4,742",1
493,2020,5,14092,"2,547.48","4,573",1
494,2020,5,13620,467.584,594,1
495,2020,5,12139,86.639,399,1
496,2020,6,12123,"2,036.74","2,043",1
497,2020,5,13219,"2,802.46","5,629",1
498,2020,5,12205,"4,105.50","8,137",1
499,2020,6,14075,"3,213.25","5,626",1
500,2020,5,13210,"3,902.74","8,004",1
501,2020,6,14476,908.799,804,1
502,2020,6,12033,"2,533.72","3,144",1
503,2020,5,12801,"1,739.19","3,232",1
504,2020,5,13101,44.092,64,1
505,2020,5,14031,57.955,87,1
506,2020,5,12831,"3,721.58","5,468",1
507,2020,5,14215,"6,152.34","13,918",1
508,2020,6,12846,"1,353.65","1,791",1
509,2020,5,13321,258.205,569,1
510,2020,6,14738,"1,062.26","1,448",1
511,2020,5,12019,"2,648.51","4,005",1
512,2020,5,13678,95.284,147,1
513,2020,6,13302,712.067,897,1
514,2020,6,14772,604.634,547,1
515,2020,6,13317,"1,004.04","1,355",1
516,2020,6,13029,"1,995.22","2,598",1
517,2020,6,12157,"1,315.93","1,408",1
518,2020,5,13084,"1,245.12","1,604",1
519,2020,6,14210,"2,720.69","5,472",1
520,2020,6,13406,340.702,317,1
521,2020,6,14143,501.738,527,1
522,2020,6,14784,324.401,447,1
523,2020,6,14718,651.623,917,1
524,2020,6,12914,250.668,256,1
525,2020,6,13656,920.26,897,1
526,2020,6,13612,970.212,"1,019",1
527,2020,6,14203,736.493,"1,148",1
528,2020,5,12927,117.341,430,1
529,2020,6,13066,"3,960.50","4,919",1
530,2020,6,14012,866.469,967,1
531,2020,6,12032,519.24,"1,368",1
532,2020,6,13339,"1,982.07","2,227",1
533,2020,5,12308,"2,032.32","3,880",1
534,2020,6,13036,"3,080.72","3,298",1
535,2020,6,13204,"4,090.98","7,413",1
536,2020,6,12871,"1,665.41","1,534",1
537,2020,5,13035,"2,161.99","2,858",1
538,2020,5,14028,417.455,606,1
539,2020,6,13675,125.904,153,1
540,2020,5,14781,470.555,619,1
541,2020,6,12912,374.133,533,1
542,2020,5,14219,737.873,"1,852",1
543,2020,6,12970,139.553,158,1
544,2020,6,13438,"1,228.02","1,391",1
545,2020,5,12832,154.404,185,1
546,2020,5,13403,530.602,806,1
547,2020,5,13063,520.872,564,1
548,2020,6,12305,"1,426.19","2,632",1
549,2020,5,12969,159.711,447,1
550,2020,6,12035,345.899,382,1
551,2020,5,14772,473.063,547,1
552,2020,6,12187,114.27,127,1
553,2020,6,13502,"7,739.28","11,815",1
554,2020,5,13638,125.427,169,1
555,2020,5,14047,"1,301.90","2,333",1
556,2020,6,14468,877.495,809,1
557,2020,5,12211,"2,569.38","3,811",1
558,2020,5,13167,986.421,"1,240",1
559,2020,6,14065,227.23,232,1
560,2020,6,12523,872.79,976,1
561,2020,5,12159,"2,046.60","3,149",1
562,2020,6,13490,510.441,536,1
563,2020,5,12811,75.444,146,1
564,2020,5,12850,675.216,949,1
565,2020,5,14005,470.447,624,1
566,2020,5,13103,116.395,122,1
567,2020,6,12203,"7,206.69","11,353",1
568,2020,5,13501,"5,062.66","10,751",1
569,2020,6,13114,"2,695.06","2,590",1
570,2020,5,12871,"1,495.03","1,532",1
571,2020,6,14752,83.293,164,1
572,2020,5,13159,"1,444.85","1,761",1
573,2020,6,13407,"1,042.01",982,1
574,2020,6,14525,981.144,991,1
575,2020,6,12188,"3,166.97","4,432",1
576,2020,6,14061,110.762,159,1
577,2020,5,13420,742.415,"2,042",1
578,2020,5,12020,"8,498.16","13,366",1
579,2020,6,13061,285.116,397,1
580,2020,6,14126,240.525,408,1
581,2020,5,14048,"2,575.08","5,997",1
582,2020,6,12861,262.938,475,1
583,2020,6,13331,204.258,624,1
584,2020,5,13044,878.208,"1,116",1
585,2020,6,12832,204.7,185,1
586,2020,5,13203,"2,272.48","5,413",1
587,2020,6,12858,55.734,174,1
588,2020,5,13478,785.723,"1,051",1
589,2020,5,13685,775.405,"1,371",1
590,2020,5,13440,"9,088.75","15,296",1
591,2020,5,13305,138.372,205,1
592,2020,5,13669,"3,129.29","5,252",1
593,2020,5,14472,"1,798.57","2,304",1
594,2020,6,14728,437.133,812,1
595,2020,6,12842,563.639,"1,222",1
596,2020,6,13319,346.248,397,1
597,2020,6,13207,"2,114.75","3,320",1
598,2020,5,13303,244.673,270,1
599,2020,6,14216,"4,119.92","9,278",1
600,2020,6,13041,"3,073.24","4,022",1
601,2020,5,12122,617.425,894,1
602,2020,5,13078,"2,355.19","3,370",1
603,2020,5,14560,373.684,453,1
604,2020,5,12173,366.903,501,1
605,2020,6,12308,"3,233.83","5,405",1
606,2020,6,12019,"3,359.38","4,010",1
607,2020,5,12047,"3,223.32","7,863",1
608,2020,5,13215,"3,322.39","5,130",1
609,2020,6,13643,147.747,142,1
610,2020,6,14048,"3,228.70","5,996",1
611,2020,5,12008,108.082,183,1
612,2020,5,14208,"1,546.69","3,824",1
613,2020,6,13424,579.702,783,1
614,2020,5,12084,906.953,"2,004",1
615,2020,5,13350,"2,011.42","3,531",1
616,2020,6,12173,592.692,575,1
617,2020,6,14303,"1,353.85","2,424",1
618,2020,5,13032,"3,213.13","4,804",1
619,2020,6,14750,"1,372.36","2,085",1
620,2020,6,12086,123.654,176,1
621,2020,6,12821,132.352,128,1
622,2020,5,12306,"5,968.36","10,568",1
623,2020,6,13074,"1,420.13","1,433",1
624,2020,6,12020,"10,240.21","13,309",1
625,2020,6,14028,534.224,607,1
626,2020,5,12108,199.249,705,1
627,2020,6,12209,"1,921.40","3,827",1
628,2020,5,14201,"1,681.33","4,136",1
629,2020,5,12182,"2,935.02","5,795",1
630,2020,5,13224,"2,042.06","3,391",1
631,2020,5,13490,358.112,537,1
632,2020,6,13088,"5,693.88","9,017",1
633,2020,5,13614,129.695,167,1
634,2020,6,12307,"1,623.51","2,533",1
635,2020,6,12850,"1,011.64","1,123",1
636,2020,6,12824,520.84,699,1
637,2020,6,13619,"3,268.59","3,774",1
638,2020,6,14420,"4,988.57","6,771",1
639,2020,5,12937,386.967,517,1
640,2020,5,13658,719.82,864,1
641,2020,6,14741,824.355,"1,038",1
642,2020,5,14755,152.966,272,1
643,2020,6,14226,"7,138.01","11,347",1
644,2020,6,12028,418.404,407,1
645,2020,5,13028,389.995,665,1
646,2020,5,14476,731.115,804,1
647,2020,6,14214,"3,584.21","7,284",1
648,2020,5,13207,"2,279.06","4,697",1
649,2020,6,13437,249.52,524,1
650,2020,5,14571,496.938,721,1
651,2020,6,13607,879.71,"1,774",1
652,2020,6,13308,"1,131.81","1,085",1
653,2020,6,13647,212.988,239,1
654,2020,5,13360,215.359,599,1
655,2020,6,12062,396.641,448,1
656,2020,6,13690,73.143,123,1
657,2020,5,12841,65.516,225,1
658,2020,6,14150,"8,940.94","16,556",1
659,2020,6,12094,862.978,873,1
660,2020,6,14706,"1,920.59","2,384",1
661,2020,6,12983,"2,066.85","3,130",1
662,2020,5,12067,422.644,570,1
663,2020,6,13142,"2,502.74","3,059",1
664,2020,6,13141,274.822,206,1
665,2020,5,13152,"1,410.03","1,938",1
666,2020,5,12970,103.669,159,1
667,2020,6,14546,"1,215.59","1,572",1
668,2020,6,13209,"1,124.48","1,665",1
669,2020,6,12134,229.386,450,1
670,2020,5,13066,"3,194.45","4,926",1
671,2020,5,12851,158.96,351,1
672,2020,5,12193,29.059,36,1
673,2020,6,14108,"1,536.26","2,025",1
674,2020,6,12166,498.295,491,1
675,2020,6,14724,"1,212.54","1,037",1
676,2020,6,12930,254.894,311,1
677,2020,6,14480,346.066,448,1
678,2020,6,12837,127.332,128,1
679,2020,6,12808,248.067,517,1
680,2020,5,13646,664.901,"1,773",1
681,2020,5,14303,"1,081.07","2,423",1
682,2020,6,13676,"3,293.02","4,391",1
683,2020,5,13647,147.909,240,1
684,2020,6,14895,"1,395.05","1,843",1
685,2020,5,12302,"6,367.50","10,704",1
